mass_bin,dn4000_slice,R_mpc,DeltaSigma_Msun_per_pc2,DeltaSigma_err_Msun_per_pc2,DeltaSigma_x_Msun_per_pc2,denom_sum_w2_approx,num_sum_w1_et,N_lenses_used
10.1-10.4,5,4.127020926340092,0.25553905154700446,0.5829846919894165,-1.3745627550278432,2.6371366602069237,0.6738914009491123,397
10.4-10.7,1,0.06057638293142942,56.91066886979756,36.525339167020086,-37.14916113701355,0.0006657047766829294,0.03788570411084473,522
10.4-10.7,1,0.08891397050194613,30.24305215750369,23.90331517524218,-27.02174868706496,0.001574202138680758,0.04760867738657602,522
10.4-10.7,1,0.13050786078412682,10.40612541740567,16.60239408464965,-8.84851921573501,0.003261797285939061,0.03394267164363529,522
10.4-10.7,1,0.19155934247786435,-8.52923193595113,11.030535707816979,-20.837438702439087,0.007345706755298331,-0.06265323664942248,522
10.4-10.7,1,0.2811706625951745,17.10201879539935,7.600447990183386,8.174324253731225,0.01544181898530217,0.26408627852179223,522
10.4-10.7,1,0.4127020926340091,0.7930591400943682,5.199174848195077,0.020048777282282687,0.032860636666089516,0.026060428257362416,522
10.4-10.7,1,0.6057638293142941,-2.1784618205204005,3.591232634429881,-2.5456628095031775,0.0694331450069402,-0.1512574554762759,522
10.4-10.7,1,0.8891397050194609,6.183389903317204,2.4531180219106896,-0.337598733011569,0.14805650347605415,0.9154910887142818,522
10.4-10.7,1,1.3050786078412682,3.8611368465941744,1.6872250067500987,-0.9699675988920019,0.3135557689531847,1.2106817329673112,522
10.4-10.7,1,1.9155934247786433,0.6555080703397315,1.1501524761038524,-2.968840383256719,0.6740758207879205,0.4418621405473604,522
10.4-10.7,1,2.8117066259517443,-0.6130323840847728,0.7863413184964897,-0.352530253326511,1.441718404132077,-0.8838200704639811,522
10.4-10.7,1,4.127020926340092,0.1296796090948811,0.5385534125548035,0.6784210999732219,3.0721621835632327,0.39839679104055636,522
10.4-10.7,2,0.06057638293142942,-24.207348527566428,36.41500952058574,-25.472870451561395,0.000677619543039909,-0.016403372447457376,521
10.4-10.7,2,0.08891397050194613,8.409790717435623,24.273499193851812,-48.53247056036257,0.001527475905180986,0.012845752688497632,521
10.4-10.7,2,0.13050786078412682,5.154181045050442,16.741642281084705,17.51341398081015,0.003201123203606826,0.01649916853890145,521
10.4-10.7,2,0.19155934247786435,21.41641109905942,11.253813211602953,-1.2855674386259464,0.00706863171785882,0.15138472277751508,521
10.4-10.7,2,0.2811706625951745,9.652184944495671,7.67870646753937,-1.2673698237686981,0.015134958883193272,0.14608542226791912,521
10.4-10.7,2,0.4127020926340091,-5.448909734219982,5.255199066867861,-2.409491128922929,0.03223674554097089,-0.1756551165777689,521
10.4-10.7,2,0.6057638293142941,-0.43609554974179165,3.58051419473931,-0.12725115975979065,0.06985211970299521,-0.030462198542507132,521
10.4-10.7,2,0.8891397050194609,-1.1973688014345412,2.4368292545271886,-3.106480794498662,0.1500468243252135,-0.17966138620134003,521
10.4-10.7,2,1.3050786078412682,1.701327451178885,1.6688673323910859,-2.617395357555256,0.32072000816490864,0.5456497540332752,521
10.4-10.7,2,1.9155934247786433,-0.6184484833226772,1.134941124345083,-1.972086303202682,0.6902622380349555,-0.426891634207635,521
10.4-10.7,2,2.8117066259517443,0.8369988499767578,0.7758520259812178,-0.14123264556280987,1.484545409746537,1.242562800696126,521
10.4-10.7,2,4.127020926340092,-0.02576140127082565,0.533818636334376,0.8608237786914645,3.1282780188657036,-0.08058882533070288,521
10.4-10.7,3,0.06057638293142942,6.155893536092125,37.02470917502024,31.50446200016728,0.0006526424387509611,0.004017597370086442,522
10.4-10.7,3,0.08891397050194613,17.5505434367469,24.86044045785104,7.413156223389104,0.0014615833750121765,0.025651582509578337,522
10.4-10.7,3,0.13050786078412682,39.08921019459308,16.65187667929746,7.944315570904709,0.0032456966763660944,0.12687171961036642,522
10.4-10.7,3,0.19155934247786435,-15.729124092773032,11.365150558678877,22.665210826577752,0.006916495442512605,-0.10879041510237988,522
10.4-10.7,3,0.2811706625951745,8.042176334303894,7.675811312342138,-4.347115136992154,0.015139055014152969,0.12175094995854571,522
10.4-10.7,3,0.4127020926340091,5.439777074095873,5.26705242752361,4.768260144941033,0.032239686984622984,0.1753767101349792,522
10.4-10.7,3,0.6057638293142941,0.8914805549635164,3.567725094281561,5.4836714527593236,0.07023901749855066,0.06261671829970009,522
10.4-10.7,3,0.8891397050194609,4.576146311065173,2.429385061671741,-2.8289223596317408,0.15125578894979524,0.692168620629858,522
10.4-10.7,3,1.3050786078412682,1.5124230270768453,1.6510118833936487,-4.287725813605117,0.3273866727488437,0.4951471426234227,522
10.4-10.7,3,1.9155934247786433,-1.0894956596519911,1.1273019413605594,2.3564430108291408,0.7026671388046184,-0.7655527979077149,522
10.4-10.7,3,2.8117066259517443,-0.7851974412026524,0.7729832277457188,-0.770182114357456,1.498026319788389,-1.1762464331520694,522
10.4-10.7,3,4.127020926340092,-0.28267719182873907,0.527111097462493,0.027442971362815295,3.207280304503461,-0.9066249898846616,522
10.4-10.7,4,0.06057638293142942,29.383656845982962,35.464472685557865,63.501447421496984,0.0007080186341538452,0.02080417658653814,521
10.4-10.7,4,0.08891397050194613,23.005290592834488,24.75380272698535,-50.957729438263144,0.0014809490168026795,0.03406966248471817,521
10.4-10.7,4,0.13050786078412682,14.339116076851962,16.587454703185553,6.578742118664671,0.0032668040638648976,0.046843082672090475,521
10.4-10.7,4,0.19155934247786435,1.6849592057415945,11.234721798852876,-10.113970679869722,0.007110530547628946,0.011980953903934215,521
10.4-10.7,4,0.2811706625951745,0.4389351970946526,7.641953211051907,5.425328683655276,0.015359118472010436,0.00674165769371202,521
10.4-10.7,4,0.4127020926340091,-0.4571624288085091,5.1736368771803845,2.7469099603254667,0.033267653488276205,-0.01520872126946022,521
10.4-10.7,4,0.6057638293142941,-0.01582659575140131,3.550038870544501,6.615592102648124,0.07125358365654477,-0.0011277016643707893,521
10.4-10.7,4,0.8891397050194609,-1.2832311791064694,2.40026535603049,0.3259305156477764,0.1556328475765803,-0.19971292250339256,521
10.4-10.7,4,1.3050786078412682,-0.03140213235735296,1.6401150313781194,-2.1588926883079487,0.3316247167920734,-0.010413723249674378,521
10.4-10.7,4,1.9155934247786433,1.6412140146178853,1.1348916669054023,0.9809219958588602,0.6946691942075967,1.1401008170568212,521
10.4-10.7,4,2.8117066259517443,0.44120916513364594,0.7776519278168281,1.0770637521319113,1.4764075643449925,0.6514045488616538,521
10.4-10.7,4,4.127020926340092,1.1671743603534435,0.5376908332844123,0.3149688004214622,3.099188480117224,3.6172933318955813,521
10.4-10.7,5,0.06057638293142942,4.77146587145043,35.1413446661292,41.16109170235003,0.0007275922407725399,0.003471681545178318,522
10.4-10.7,5,0.08891397050194613,7.007823834436877,23.586054954061563,-18.278175753530753,0.0016262457989041912,0.011396444070213632,522
10.4-10.7,5,0.13050786078412682,-10.980081542067428,16.346614020383413,35.71246513878428,0.0033862262173128266,-0.03718103998598137,522
10.4-10.7,5,0.19155934247786435,0.6627614787292125,10.844861805394487,19.51167429050504,0.007554910564749745,0.005007103697560491,522
10.4-10.7,5,0.2811706625951745,7.135045155189766,7.429732211573274,15.742688755873225,0.01626725938079071,0.11606763023312602,522
10.4-10.7,5,0.4127020926340091,3.4450832325105356,5.0366005680153725,-5.67286640672739,0.035174311457504825,0.12117843061735309,522
10.4-10.7,5,0.6057638293142941,-0.1938840433008891,3.460090820128681,1.4861105354781932,0.07479082965368766,-0.014500748455084998,522
10.4-10.7,5,0.8891397050194609,2.476172298991278,2.3788649482509836,0.29695051707180203,0.1584511667041617,0.3923523897356943,522
10.4-10.7,5,1.3050786078412682,-3.5081751273134696,1.6212742530900084,-0.11714769291727982,0.33989634413167646,-1.192415900347527,522
10.4-10.7,5,1.9155934247786433,-0.5737122656089612,1.1141267013853302,0.11428174743983163,0.7219711932463766,-0.4142037289817838,522
10.4-10.7,5,2.8117066259517443,-0.8096589351156306,0.7653461994881545,0.08075672989020324,1.5262119318522522,-1.2357111275042638,522
10.4-10.7,5,4.127020926340092,0.0769546510407864,0.5277711416314256,-0.05476865303936003,3.214297701896051,0.24735515799061225,522
10.7-11.0,1,0.06057638293142942,-14.811144382990609,41.29728613739003,-18.369887359363513,0.0005205132665289103,-0.007709397143821763,419
10.7-11.0,1,0.08891397050194613,10.729143402062045,27.59806137403762,-28.42126001740476,0.0011857609701525773,0.012722199489335213,419
10.7-11.0,1,0.13050786078412682,4.34505854901699,18.97655906864525,0.3799592198858469,0.002485240987769699,0.01079851760027616,419
10.7-11.0,1,0.19155934247786435,0.5525163989222475,12.799450279857828,12.458540377064518,0.005460197947039169,0.0030168489071007304,419
10.7-11.0,1,0.2811706625951745,-0.40307177130360744,8.695362798079993,7.034778896977986,0.01176700901137917,-0.004742949165162113,419
10.7-11.0,1,0.4127020926340091,4.554739292447346,5.92160516202884,-12.123261682830409,0.025475252231603462,0.11603313232429123,419
10.7-11.0,1,0.6057638293142941,0.4708131346843839,4.053954901662429,0.24490604759826912,0.054307378680408025,0.02556862719301478,419
10.7-11.0,1,0.8891397050194609,2.9944192145697675,2.780537198824078,-4.545112896009194,0.11534437717953083,0.3453894193189697,419
10.7-11.0,1,1.3050786078412682,-3.2395463173891015,1.8896181271197154,0.6405496869432491,0.24861360244980757,-0.8053952802691122,419
10.7-11.0,1,1.9155934247786433,0.625599503839703,1.2933382921890777,-1.85055840209508,0.5332917699174982,0.3336270666621839,419
10.7-11.0,1,2.8117066259517443,-1.9895285966105818,0.880181319118554,1.3973129802731497,1.1509314400113322,-2.2898110126407416,419
10.7-11.0,1,4.127020926340092,-0.38715581637512597,0.6043346777001246,-0.7820993370202651,2.4395427398901433,-0.9444831610441801,419
10.7-11.0,2,0.06057638293142942,15.662686353299868,42.40124756990139,-69.84093148306678,0.0004998597354537448,0.007829146257055452,418
10.7-11.0,2,0.08891397050194613,0.04714870934415695,27.610753362111545,-13.709407813372895,0.0011698511798904354,5.5156973256573205e-05,418
10.7-11.0,2,0.13050786078412682,1.2683340554353355,18.883394933578,12.672191431121467,0.0025226919857625485,0.0031996161569164327,418
10.7-11.0,2,0.19155934247786435,17.471346118909345,12.897752416922385,-9.91012546855207,0.005378907169387215,0.09397674889784696,418
10.7-11.0,2,0.2811706625951745,10.109333953132175,8.729436660071615,-10.973582692778532,0.011692348558346388,0.11820185627274718,418
10.7-11.0,2,0.4127020926340091,-6.298067663325112,6.018516512771225,1.996155495577593,0.02463392330789238,-0.15514611580626778,418
10.7-11.0,2,0.6057638293142941,10.51259932112539,4.099752713152562,3.49105655231817,0.052939355908020125,0.5565302369794677,418
10.7-11.0,2,0.8891397050194609,1.313866823470064,2.805666121033417,0.866009182059598,0.11328189966269397,0.14883732966647822,418
10.7-11.0,2,1.3050786078412682,1.5428456228865741,1.9123429880390772,1.0642967800660779,0.24301312939513053,0.3749317429912458,418
10.7-11.0,2,1.9155934247786433,0.5332068778517718,1.3036431751135815,-2.6979548426969426,0.5240496801079706,0.27942689376959073,418
10.7-11.0,2,2.8117066259517443,-0.5906472096980945,0.8900182357002893,-1.7548359224598555,1.1254575151795798,-0.6647483409745696,418
10.7-11.0,2,4.127020926340092,-1.5903464986603957,0.6090374055375237,0.5102104392450724,2.4027499708517794,-3.821205003300495,418
10.7-11.0,3,0.06057638293142942,143.76098670800258,40.13167478204147,-50.91979355982769,0.0005559967678213928,0.07993064394846365,418
10.7-11.0,3,0.08891397050194613,27.380407085208777,28.03203352725945,46.30921106321208,0.0011340771389403148,0.031051493730214694,418
10.7-11.0,3,0.13050786078412682,-0.07123318634893692,18.97466092373196,-16.658311430627236,0.002508228544453678,-0.00017866911131279167,418
10.7-11.0,3,0.19155934247786435,8.181038056748685,12.710087258386052,0.7420774950224577,0.005528275716700337,0.04522703402652507,418
10.7-11.0,3,0.2811706625951745,6.76088857890055,8.579536851240514,2.366275538160596,0.012070895046917218,0.08160997645980984,418
10.7-11.0,3,0.4127020926340091,-2.803126640086074,5.902046554099518,4.220040808776814,0.025656852231112748,-0.07191940598978397,418
10.7-11.0,3,0.6057638293142941,3.5124015971735307,3.98690177838049,1.3111641601496833,0.05606289688625854,0.19691540856546946,418
10.7-11.0,3,0.8891397050194609,-0.06435817942252293,2.7227616957232152,-0.8605910103840961,0.12014041072771758,-0.007732018109510047,418
10.7-11.0,3,1.3050786078412682,2.2484536414084872,1.865559465156918,-0.43852062784273504,0.2559865661664613,0.5755739268486346,418
10.7-11.0,3,1.9155934247786433,-2.1063784732336006,1.27629120705908,-0.7447749762926806,0.5481651001884222,-1.1546431668148325,418
10.7-11.0,3,2.8117066259517443,-0.39550849379803554,0.8705100257792977,-0.10790102752287721,1.1759764088519304,-0.46510865820704983,418
10.7-11.0,3,4.127020926340092,-0.2326085332568886,0.599943256472631,0.37967004848412494,2.4802551074437638,-0.5769285026454005,418
10.7-11.0,4,0.06057638293142942,44.45720465403123,40.48776157019493,-32.95362197283689,0.0005428905033577902,0.024135394212507308,418
10.7-11.0,4,0.08891397050194613,14.496440815939312,27.82029019706877,45.63134704641208,0.001157235036211346,0.016775789212569163,418
10.7-11.0,4,0.13050786078412682,-11.353165759750683,18.89344083299934,14.61018353977988,0.002533751440480625,-0.0287661000977836,418
10.7-11.0,4,0.19155934247786435,23.733777081331528,12.655440470144608,13.060014758061374,0.005556390472447825,0.13187413284991106,418
10.7-11.0,4,0.2811706625951745,10.406263859156653,8.68079722240995,-1.2409922096360118,0.01184844803170837,0.12329807653946258,418
10.7-11.0,4,0.4127020926340091,-10.593651308200277,5.890094667188627,3.2068009437131777,0.025798486625747352,-0.2733001715924358,418
10.7-11.0,4,0.6057638293142941,0.050065444656844114,3.9677574928163377,0.9553289039652566,0.056488486532149884,0.002828121196224234,418
10.7-11.0,4,0.8891397050194609,2.6278316127226464,2.7250227933084954,-1.4209706428441142,0.1202583220645479,0.3160186204142003,418
10.7-11.0,4,1.3050786078412682,0.5415969289886383,1.867269324368249,-2.004885241240297,0.25605205171377143,0.1386770048694186,418
10.7-11.0,4,1.9155934247786433,-0.12947355637878988,1.2818158486389521,0.9234287528550208,0.5412440880366596,-0.07007679694710116,418
10.7-11.0,4,2.8117066259517443,0.5405161117782022,0.8825557173530824,-0.34235320744466946,1.1465897306455997,0.6197502230133758,418
10.7-11.0,4,4.127020926340092,0.9889611000896373,0.6068458671431824,-0.87318052258052,2.4237299372811267,2.3969746250937307,418
10.7-11.0,5,0.06057638293142942,88.91813711719746,39.96744915631318,21.23915537694185,0.0005585308303990288,0.04966352096160301,418
10.7-11.0,5,0.08891397050194613,11.036334968529385,26.8979764002834,12.083634611910927,0.0012503234535534702,0.013798988452424589,418
10.7-11.0,5,0.13050786078412682,48.63350251307208,18.179386313510026,23.168823695380585,0.0027084852731579234,0.13172312533874458,418
10.7-11.0,5,0.19155934247786435,7.264984903562176,12.231226097566806,-3.3215995196454062,0.005972451832817527,0.043389772402671584,418
10.7-11.0,5,0.2811706625951745,8.13606002387184,8.524010756708734,-6.455796191984375,0.012331777318384751,0.10033208046339966,418
10.7-11.0,5,0.4127020926340091,4.772423478324664,5.830253818963208,7.460306587811056,0.026235966881532624,0.1252091443219746,418
10.7-11.0,5,0.6057638293142941,5.485098842676183,3.9546450363858487,-1.2387998400329507,0.056958526811164256,0.3124231494924574,418
10.7-11.0,5,0.8891397050194609,-1.3723438663824472,2.703524436806066,-1.834503285696835,0.12200122564388804,-0.1674276337035307,418
10.7-11.0,5,1.3050786078412682,2.707776178354349,1.8525101252158513,-0.5443426354775569,0.25996256202525103,0.7039204327159396,418
10.7-11.0,5,1.9155934247786433,0.2057011024219008,1.272547871964909,0.11699114148234523,0.5502031682304434,0.11317739826102474,418
10.7-11.0,5,2.8117066259517443,0.6768806091152593,0.872697016642299,1.8712773644921359,1.171193720341443,0.7927583188166826,418
10.7-11.0,5,4.127020926340092,-0.19463023244387387,0.6012175784817599,-0.4895860232356742,2.4683556945591327,-0.4804166425862037,418
11.0-11.3,1,0.06057638293142942,-27.446775685885093,71.02944800746768,22.995652354048875,0.00017579916021848163,-0.004825120116283639,125
11.0-11.3,1,0.08891397050194613,56.64012597668069,51.512705324558226,-64.18537770895139,0.0003366449333322974,0.0190676114333526,125
11.0-11.3,1,0.13050786078412682,67.88312964018023,35.02393672087972,25.00198182582005,0.0007437988874658963,0.050491396304069264,125
11.0-11.3,1,0.19155934247786435,-0.4851088868435569,23.916791000862773,29.890382977231354,0.0015688895885570542,-0.0007610822818853585,125
11.0-11.3,1,0.2811706625951745,34.057362130333544,16.18605245636038,25.843581732294286,0.003402335319443006,0.11587456606309453,125
11.0-11.3,1,0.4127020926340091,-10.448413758290776,10.820984682533958,-1.7053932040925546,0.007540845871649715,-0.07878987775449509,125
11.0-11.3,1,0.6057638293142941,-2.5981004498163043,7.509157396630717,4.668323269479314,0.016022593201208357,-0.041628306603283094,125
11.0-11.3,1,0.8891397050194609,2.423448534464635,5.033779385881605,-3.6530813064824166,0.03496500732625485,0.08473589576235753,125
11.0-11.3,1,1.3050786078412682,-3.8412740256642777,3.4587821971319666,0.5044728524257928,0.07443668670911396,-0.2859317112122288,125
11.0-11.3,1,1.9155934247786433,1.1699939912088784,2.3883418218959247,1.395469635460929,0.15694242930751323,0.18362169925551464,125
11.0-11.3,1,2.8117066259517443,1.3756080668332615,1.606997032118017,-0.9681770392768332,0.34332039096850053,0.47227429932461856,125
11.0-11.3,1,4.127020926340092,1.467882256827208,1.1179534319085105,1.2448804044663109,0.7162907705109944,1.0514305127621784,125
11.0-11.3,2,0.06057638293142942,-133.7815186557874,82.36316291322852,84.2958637391084,0.00012996771130391327,-0.017387277794454464,124
11.0-11.3,2,0.08891397050194613,27.40796125067863,53.67922762941368,-29.982470093265455,0.0003022602102209504,0.008284336129357785,124
11.0-11.3,2,0.13050786078412682,35.275574671861975,37.81314775533026,20.4200408086062,0.0006360310001848335,0.02243635904063915,124
11.0-11.3,2,0.19155934247786435,15.95777447133519,24.299313749769198,-2.1860063078030074,0.0014973248602065947,0.02389397242950033,124
11.0-11.3,2,0.2811706625951745,8.699308131204996,16.576655636034587,13.508027066464528,0.003260810223977506,0.0283667928957639,124
11.0-11.3,2,0.4127020926340091,16.023759183595846,11.133112025331034,4.702450913949643,0.007218046309772852,0.11566023584384286,124
11.0-11.3,2,0.6057638293142941,-2.765006747409299,7.503292659055106,-0.9979206246366441,0.015737145070276348,-0.04351331230427309,124
11.0-11.3,2,0.8891397050194609,-5.389301905239479,5.134634207323217,-13.331165449275735,0.033679958270583954,-0.18151146327604423,124
11.0-11.3,2,1.3050786078412682,-4.058248303607365,3.537337074232958,5.6999358850217945,0.07124512534099914,-0.2891304090554038,124
11.0-11.3,2,1.9155934247786433,2.158839599044754,2.419449218473216,2.246241831182829,0.15275513650654027,0.3297738376478061,124
11.0-11.3,2,2.8117066259517443,0.13827752141163777,1.6279386874048174,-1.3083106331820233,0.33562080665354443,0.04640881327822663,124
11.0-11.3,2,4.127020926340092,-0.9434166720406079,1.1179424861717477,-1.1850099867834192,0.7113640238590602,-0.6711126799985301,124
11.0-11.3,3,0.06057638293142942,-26.52746475324935,74.20818811145445,-104.19802423921249,0.00016157097591795733,-0.004286068368811713,125
11.0-11.3,3,0.08891397050194613,-38.258175232543664,54.53207157169936,3.5694105746433213,0.0003081429467706176,-0.011788986854222663,125
11.0-11.3,3,0.13050786078412682,23.50721909432465,34.945544820672154,5.867836169917003,0.0007282124103934473,0.017118248678325024,125
11.0-11.3,3,0.19155934247786435,-18.40677957775778,24.38675324003746,4.696859384994139,0.0015269483029467512,-0.02810620083897216,125
11.0-11.3,3,0.2811706625951745,-5.014872577380884,15.974847590407647,-12.392343673576107,0.0034729359222590572,-0.017416331119537935,125
11.0-11.3,3,0.4127020926340091,5.1158181050248865,11.094996271723266,8.65316502828239,0.0072820776833964485,0.03725378485491723,125
11.0-11.3,3,0.6057638293142941,2.3555183290299855,7.434590906645862,-4.566563918402041,0.01618855401398045,0.03813243570042289,125
11.0-11.3,3,0.8891397050194609,1.7603237574443342,5.053179689906363,-0.3520855910129803,0.03483030536696141,0.06131261401650307,125
11.0-11.3,3,1.3050786078412682,0.5313084468642237,3.4496088881352773,2.023711000726721,0.07486536322033643,0.03977659985652293,125
11.0-11.3,3,1.9155934247786433,0.8583441384160266,2.3497565000737586,-0.7710987556655864,0.16146360567678864,0.1385913395001882,125
11.0-11.3,3,2.8117066259517443,3.2641229789317854,1.6190764189339877,2.343454454560041,0.3394112912850389,1.107880195192405,125
11.0-11.3,3,4.127020926340092,-2.1597076274838156,1.1104995216020772,-1.2346037925345166,0.7232468410068549,-1.5620017190760789,125
11.0-11.3,4,0.06057638293142942,141.22056324562675,76.63693026417171,-204.6155773535162,0.00015162237901900077,0.021412197765705188,124
11.0-11.3,4,0.08891397050194613,-3.4392267048272727,51.85835504575055,-56.579006392589704,0.0003404239554130051,-0.0011707951584193359,124
11.0-11.3,4,0.13050786078412682,-34.806713613136154,35.53754306514,-29.80583571980232,0.000714664989943381,-0.024875139634294094,124
11.0-11.3,4,0.19155934247786435,-9.826718743939976,23.523914589356174,28.711510106833845,0.001613989364967594,-0.015860219545246836,124
11.0-11.3,4,0.2811706625951745,8.018649920314518,15.735317924455837,9.212776696554863,0.003593408115795116,0.028814281701378047,124
11.0-11.3,4,0.4127020926340091,12.406811062592341,10.852528680513151,27.639640175264045,0.007625319876699566,0.09460590300204144,124
11.0-11.3,4,0.6057638293142941,-5.966629316334533,7.28922062485165,7.398373740460346,0.01676140886707067,-0.10000911352933345,124
11.0-11.3,4,0.8891397050194609,-4.854079812541633,5.011585385522139,2.315732967852449,0.03564101052894353,-0.17300430970712855,124
11.0-11.3,4,1.3050786078412682,-4.184682349736542,3.405585966519419,3.1315421707329096,0.07695712048195213,-0.32204110376737366,124
11.0-11.3,4,1.9155934247786433,0.7208986388245593,2.314236574110256,0.14754565980942405,0.1662859334394149,0.11987530307214546,124
11.0-11.3,4,2.8117066259517443,3.1250477612314977,1.5984690035111622,2.033345419431268,0.34904677614311197,1.0907878463511038,124
11.0-11.3,4,4.127020926340092,1.2118849232037352,1.0971696281474956,-1.1056966431379542,0.7446128835553054,0.9023851272039332,124
11.0-11.3,5,0.06057638293142942,62.60743282231508,79.98055346796666,17.118039597549878,0.00014350980033328575,0.008984780183710038,125
11.0-11.3,5,0.08891397050194613,52.26557267228898,52.745641490673336,-68.0141867752193,0.00032509528303958923,0.016991291141124007,125
11.0-11.3,5,0.13050786078412682,124.47606798055888,34.75749041744153,-32.726161815868096,0.000737044631913375,0.09174441770675526,125
11.0-11.3,5,0.19155934247786435,3.683549404201548,23.236021796099866,-29.51479008195309,0.0016520061574282208,0.006085246296932011,125
11.0-11.3,5,0.2811706625951745,-1.6928985315487932,16.097176320361545,-8.09842899542163,0.0034136265910506003,-0.005778923443245474,125
11.0-11.3,5,0.4127020926340091,-12.87333313679333,11.135888001862249,-7.457245862786139,0.0072267411513916024,-0.09303224633523749,125
11.0-11.3,5,0.6057638293142941,-2.805304888807218,7.49219271442572,-8.166007207406878,0.01594308362916852,-0.044725210447568775,125
11.0-11.3,5,0.8891397050194609,-3.5506310987808782,5.084992418081242,4.502038199413815,0.03449274819703052,-0.12247102443079463,125
11.0-11.3,5,1.3050786078412682,-5.274953206511607,3.47629192289735,4.686791760719053,0.0736414877049878,-0.38845540170171045,125
11.0-11.3,5,1.9155934247786433,-1.0060984515670164,2.4020787337703564,-0.9941964791295362,0.15459970665596856,-0.15554252547928493,125
11.0-11.3,5,2.8117066259517443,2.695888228248242,1.617033603228717,-1.6998477457262533,0.33903869719378577,0.9140104326853473,125
11.0-11.3,5,4.127020926340092,-0.17067652158539362,1.1245511708087572,0.6976607025218419,0.709243772504871,-0.12105126004723363,125
